NOUN,allergy,2,1331
NOUN,alternative,4,"896,1596,2472,2479"
NOUN,aluminium,1,1252
NOUN,amber,4,"1491,1907,2620,2752"
NOUN,ambiance,13,"494,608,797,838,852,867,1575,1586,1746,2750,2783,2851,2872"
NOUN,ambience,74,"197,210,249,297,324,332,384,659,664,688,690,716,761,825,856,879,894,895,901,1012,1256,1317,1318,1344,1374,1407,1415,1446,1452,1472,1522,1524,1555,1588,1597,1618,1619,1665,1687,1758,1834,1926,1927,1949,2008,2048,2091,2099,2120,2136,2194,2247,2270,2300,2455,2478,2546,2588,2655,2737,2758,2770,2793,2810,2811,2817,2819,2832,2883,2886,2914,2942,2950,2972"
NOUN,ambient,5,"5,1173,1681,1862,2355"
NOUN,amphibian,1,2226
NOUN,angle,2,"693,1480"
NOUN,animal,1,1734
NOUN,answer,2,"1012,2458"
NOUN,ante,2,"1232,2526"
NOUN,antidote,2,"820,2620"
NOUN,apair,1,1133
NOUN,app,1,2733
NOUN,appeal,20,"42,54,329,577,711,1021,1061,1085,1243,1288,1465,2033,2047,2348,2443,2790,2792,2808"
NOUN,appearance,2,"2135,2629"
NOUN,appetite,5,"582,1441,1479,1528,1801"
NOUN,apple,5,"1783,1786,2499"
NOUN,appliance,3,"1041,1460,1981"
NOUN,appreciation,2,"1261,2456"
NOUN,approach,14,"279,450,518,701,823,1036,1246,1983,2072,2228,2282,2295,2383,2559"
NOUN,aqua,2,"684,2339"
NOUN,arch,1,1871
NOUN,architect,3,"2624,2626,2627"
NOUN,architecture,4,"184,1091,2181,2643"
NOUN,architrave,1,2509
NOUN,area,121,"6,9,36,97,210,227,228,230,234,241,245,253,256,289,328,359,368,386,409,412,442,532,534,539,646,784,793,808,826,830,896,907,918,981,994,999,1001,1009,1027,1036,1046,1103,1122,1147,1150,1153,1158,1171,1174,1188,1193,1195,1237,1248,1249,1306,1341,1446,1467,1480,1521,1522,1549,1551,1594,1596,1599,1643,1649,1662,1663,1666,1676,1690,1693,1704,1728,1857,1863,1869,1901,1921,1933,1942,1945,2147,2183,2235,2244,2257,2305,2312,2317,2348,2349,2350,2353,2370,2539,2553,2561,2660,2678,2717,2758,2795,2842,2851,2937,2963,2991"
NOUN,arm,5,"466,546,642,693,869"
NOUN,armchair,26,"711,817,821,829,881,958,960,1025,1123,1133,1148,1210,1252,1311,1480,1507,1750,1839,1976,2058,2171,2454,2553,2577,2823,2887"
NOUN,aroma,3,"1689,1889,2753"
NOUN,aromatherapy,2,"1154,1688"
NOUN,arrangement,7,"251,600,813,817,829,1099,2314"
NOUN,array,5,"1287,1453,1925,2232,2771"
NOUN,art,12,"98,608,810,1039,1044,1045,1122,1519,1681,1704,2127,2577"
NOUN,artisan,1,1742
NOUN,artwork,8,"794,858,1000,1169,1306,1373,2302,2876"
NOUN,arty,1,2181
NOUN,aspect,3,"1482,1863,2456"
NOUN,aspiration,1,874
NOUN,assortment,2,"1811,2755"
NOUN,atmosphere,190,"5,10,11,14,30,61,64,65,74,93,100,114,122,177,187,198,206,207,208,242,259,274,279,284,292,298,331,336,355,373,383,404,407,430,442,464,483,492,493,500,507,508,523,524,535,555,598,606,607,650,667,722,764,774,797,825,849,855,859,877,880,900,903,914,955,964,998,1000,1025,1028,1031,1036,1040,1090,1197,1219,1226,1231,1236,1246,1290,1292,1307,1316,1339,1342,1344,1351,1354,1380,1400,1445,1447,1451,1457,1483,1500,1507,1508,1521,1529,1563,1613,1614,1616,1632,1639,1646,1649,1650,1660,1670,1681,1685,1690,1699,1711,1724,1736,1751,1754,1765,1776,1792,1808,1813,1869,1888,1912,1932,1948,1961,1980,2018,2019,2029,2036,2039,2064,2076,2084,2089,2091,2116,2133,2149,2166,2175,2222,2251,2265,2271,2279,2280,2303,2305,2307,2327,2338,2347,2389,2399,2445,2447,2453,2486,2549,2554,2582,2583,2585,2621,2622,2630,2650,2664,2665,2668,2683,2699,2741,2748,2749,2754,2779,2791,2834,2855,2899,2900"
NOUN,attention,3,"1156,1663,2995"
NOUN,attitude,2,"1835,2403"
NOUN,attribute,1,2272
NOUN,aubergine,2,"708,2288"
NOUN,aura,2,"399,2990"
NOUN,authenticity,2,"1652,1983"
NOUN,author,1,2907
NOUN,autumn,81,"567,723,913,926,932,934,935,937,941,943,1752,1762,1764,1765,1775,1777,1778,1782,1796,1799,1801,1843,1844,1851,1855,1856,1857,1859,1860,1875,1891,1892,1893,1895,1908,1925,1939,1958,1959,1995,2039,2045,2310,2357,2373,2377,2430,2434,2448,2457,2459,2462,2463,2466,2467,2473,2486,2488,2496,2498,2501,2503,2505,2513,2578,2617,2625,2629,2651,2674,2731,2732,2734,2756,2757,2773,2835"
NOUN,autumnal,3,"1081,2038,2432"
NOUN,awash,1,2355
NOUN,awe,2,"2202,2861"
NOUN,baby,1,2821
NOUN,backdrop,11,"429,630,917,918,1207,1228,1319,2276,2381,2735,2743"
NOUN,background,2,"67,1611"
NOUN,backlight,1,1036
NOUN,backyard,1,2408
NOUN,bag,6,"952,1001,1707,2575,2591"
NOUN,bakery,1,2481
NOUN,balance,15,"183,777,835,894,1135,1157,1314,1428,1751,1773,1826,2399,2580,2795,2810"
NOUN,balcony,2,"275,2245"
NOUN,ball,1,149
NOUN,bamboo,3,"2241,2289,2801"
NOUN,banana,1,1726
NOUN,bandwagon,1,2615
NOUN,bang,2,"303,1877"
NOUN,bank,4,"1752,1849,1898,2890"
NOUN,banquette,2,"281,1857"
NOUN,bar,6,"1012,1114,1161,2006,2767"
NOUN,bargain,2,"480,2344"
NOUN,bark,1,558
NOUN,barn,5,"1098,1121,1145,1146,1207"
NOUN,barrier,4,"995,996,1594,1987"
NOUN,base,9,"453,831,1331,1491,1550,1690,1818,2471,2857"
NOUN,basin,2,"406,420"
NOUN,basis,3,"1326,1864,2360"
NOUN,basket,16,"25,168,864,1041,1259,1403,1470,1708,1713,2058,2590,2596,2943,2971"
NOUN,batch,1,2202
NOUN,bath,20,"4,363,368,371,385,392,406,407,413,414,420,430,433,1163,1221,2172,2415,2886"
NOUN,bathing,1,386
NOUN,bathrobe,1,380
NOUN,bathroom,76,"4,356,357,358,362,363,367,368,371,374,379,380,390,391,393,394,395,396,397,398,399,400,404,405,406,409,412,414,415,416,419,421,425,427,902,1032,1163,1219,1298,1300,1326,1332,1337,1349,1506,1588,1658,1682,1687,1733,1756,1757,1890,1929,1971,2162,2169,2173,2247,2248,2334,2369,2399,2658,2786,2886,2957"
NOUN,bathtub,1,2886
NOUN,battery,1,2791
NOUN,bauble,4,"1946,1984,2013,2079"
NOUN,bay,5,"222,223,224,2317,2985"
NOUN,bbq,1,1752
NOUN,beach,2,"832,2283"
NOUN,bead,1,1308
NOUN,beading,1,2104
NOUN,beam,7,"307,706,711,1058,1189,1203,1247"
NOUN,bean,4,"952,1001,1491,1707"
NOUN,beauty,7,"205,345,444,1455,1899,2000,2100"
NOUN,bed,121,"48,68,71,72,73,83,87,92,94,97,102,110,130,132,133,152,153,155,156,157,159,179,180,181,182,184,211,215,227,313,350,439,762,765,772,809,1020,1054,1223,1250,1274,1301,1302,1331,1379,1387,1461,1462,1463,1464,1469,1476,1477,1498,1527,1574,1577,1578,1581,1601,1602,1603,1604,1727,1730,1731,1734,1770,1796,1882,2007,2008,2011,2117,2118,2124,2285,2349,2371,2390,2440,2530,2533,2554,2558,2576,2581,2604,2610,2614,2669,2692,2712,2719,2721,2722,2723,2733,2744,2800,2815,2816,2846,2849,2858,2877,2878,2881,2887,2897,2982"
NOUN,bedding,16,"58,108,1004,1005,1224,2118,2320,2434,2713,2729,2798,2800,2855,2897,2898"
NOUN,bedlinen,1,87
NOUN,bedroom,334,"38,40,42,43,44,45,53,54,63,64,74,76,86,89,91,94,96,99,100,110,115,118,119,122,123,124,125,126,127,128,129,130,131,132,134,135,136,137,139,140,141,142,146,147,150,167,168,176,185,186,187,194,195,197,198,199,201,209,210,218,219,221,222,223,224,225,446,529,556,762,994,996,1019,1020,1021,1033,1046,1047,1053,1066,1100,1101,1108,1137,1149,1154,1178,1185,1186,1187,1188,1190,1192,1202,1207,1218,1219,1237,1300,1308,1324,1329,1336,1349,1352,1357,1362,1366,1368,1372,1374,1379,1387,1397,1398,1399,1409,1410,1411,1412,1413,1415,1417,1419,1448,1456,1471,1473,1474,1475,1476,1486,1490,1500,1514,1553,1554,1564,1565,1566,1572,1576,1585,1586,1614,1623,1624,1625,1630,1631,1632,1635,1636,1638,1639,1641,1642,1655,1656,1664,1691,1698,1699,1700,1701,1723,1725,1728,1769,1773,1784,1785,1798,1808,1846,1859,1863,1869,1924,1988,1989,2011,2095,2102,2125,2130,2166,2217,2231,2250,2251,2252,2262,2264,2270,2285,2303,2306,2313,2334,2337,2338,2339,2340,2341,2348,2371,2372,2380,2394,2421,2424,2425,2426,2427,2428,2429,2442,2451,2458,2463,2464,2466,2467,2470,2472,2479,2480,2493,2510,2515,2528,2531,2547,2550,2552,2554,2555,2556,2557,2561,2579,2583,2584,2597,2612,2613,2618,2644,2647,2648,2658,2686,2693,2694,2695,2696,2697,2698,2699,2700,2701,2703,2704,2707,2708,2709,2710,2712,2713,2714,2715,2716,2719,2721,2723,2724,2726,2727,2728,2729,2733,2744,2797,2805,2837,2846,2854,2860,2861,2862,2875,2876,2883,2889,2890,2893,2896,2901,2906,2933,2943"
NOUN,bedsheet,1,2859
NOUN,bedside,7,"140,200,1086,1523,1731,2518,2900"
NOUN,bedspread,2,"1807,2689"
NOUN,bedstead,1,2471
NOUN,bedtime,6,"75,1471,1979,2117,2151,2881"
NOUN,beetle,3,"1714,1990,2226"
NOUN,beetroot,1,1345
NOUN,beginning,1,151
NOUN,beige,3,"917,2851,2958"
NOUN,bench,13,"42,110,1035,1480,1540,1541,1715,1716,2147,2218,2233,2454"
NOUN,benefit,14,"189,653,686,1317,1513,1706,1826,1849,2132,2163,2329,2532,2597,2973"
NOUN,berber,2,"767,2171"
NOUN,berry,2,"739,2221"
NOUN,bespoke,5,"1056,1164,1187,1503,2665"
NOUN,bestseller,5,"166,1327,2566,2569,2571"
NOUN,bet,4,"70,991,1726,1813"
NOUN,bid,2,"2054,2420"
NOUN,bijou,1,2245
NOUN,bill,7,"324,338,837,1621,1979,2805,2955"
NOUN,bin,1,1676
NOUN,binge,2,"1965,2138"
NOUN,bioethanol,1,2667
NOUN,bird,3,"2080,2351,2873"
NOUN,biscuit,1,285
NOUN,biscuity,1,992
NOUN,bistro,1,275
NOUN,bit,22,"124,145,158,341,1043,1094,1558,1579,1618,1787,1885,1895,1963,2425,2433,2440,2487,2601,2707,2716,2977"
NOUN,bite,1,861
NOUN,black,1,1166
NOUN,blackberry,1,966
NOUN,blackout,7,"143,446,1033,1392,2135,2790"
NOUN,bland,1,1104
NOUN,blanket,94,"25,45,71,76,77,78,79,129,133,134,148,160,161,162,174,175,192,193,196,202,205,211,215,350,480,512,637,638,644,658,685,881,1153,1154,1157,1270,1343,1396,1402,1420,1437,1507,1562,1713,1714,1722,1735,1796,1852,1919,1965,1974,1991,2058,2151,2164,2182,2216,2268,2283,2386,2388,2406,2416,2433,2455,2471,2514,2530,2552,2554,2562,2570,2577,2592,2612,2614,2682,2723,2798,2816,2831,2849,2855,2856,2857,2894,2900,2947,2976"
NOUN,blast,1,1897
NOUN,bleakness,1,2133
NOUN,blend,12,"150,334,480,601,1259,1282,1305,1366,1679,2539,2652,2783"
NOUN,blending,1,1262
NOUN,blessing,1,216
NOUN,blind,14,"98,124,142,143,429,1056,1252,1978,1987,2220,2733,2790,2840,2975"
NOUN,block,1,2607
NOUN,blocking,2,"646,761"
NOUN,bloom,1,2873
NOUN,blossoming,1,35
NOUN,blue,24,"47,266,378,394,444,455,832,1031,1057,1194,1227,1414,1566,1628,1657,1699,1743,1891,2068,2339,2715,2745,2839"
NOUN,blush,9,"114,311,431,852,1536,1907,2525,2698,2699"
NOUN,board,2,"491,1640"
NOUN,bob,1,145
NOUN,body,8,"162,382,1675,1780,2007,2347,2801,2859"
NOUN,boho,4,"511,714,2197,2542"
NOUN,boiler,3,"1280,1281"
NOUN,bold,3,"504,670,1037"
NOUN,bolster,1,1686
NOUN,bone,1,1073
NOUN,bonus,1,69
NOUN,boo,1,2596
NOUN,book,31,"168,171,433,658,810,820,822,858,879,958,959,1148,1211,1304,1338,1466,1495,1512,1677,1954,1975,2138,2256,2352,2514,2516,2545,2606,2776,2894,2927"
NOUN,bookcase,2,"328,720"
NOUN,bookshelf,6,"793,879,1000,1653,2121,2664"
NOUN,boost,2,"1863,2270"
NOUN,boot,3,"1181,1968,2349"
NOUN,border,1,1529
NOUN,bottle,7,"1386,2610,2611,2766,2788,2798,2887"
NOUN,boucle,28,"327,548,933,1210,1314,1357,1750,1824,1872,1881,2143,2144,2181,2342,2343,2346,2627,2629,2630,2731,2740,2763,2808"
NOUN,bouclé,7,"1236,1275,1366,1368,2608,2790,2908"
NOUN,boudoir,1,1500
NOUN,bounce,1,1043
NOUN,boutique,1,1366
NOUN,bow,1,1264
NOUN,bowl,4,"1426,1783,1957,2835"
NOUN,box,6,"223,346,641,1495,1709,2930"
NOUN,boxing,1,2848
NOUN,boxset,2,"686,1965"
NOUN,boy,2,"1000,2576"
NOUN,brainer,2,"2655,2732"
NOUN,branch,2,"558,2921"
NOUN,brand,11,"1429,1454,1819,1844,1877,2202,2572,2573,2600,2615,2848"
NOUN,brass,12,"376,1081,1082,1285,1346,1506,1665,1672,1745,2105,2169,2445"
NOUN,brasserie,1,2398
NOUN,break,1,815
NOUN,breakfast,10,"273,1008,1114,1404,1405,1407,2353,2399,2400,2934"
NOUN,breathability,1,70
NOUN,brew,1,2960
NOUN,brick,6,"307,1125,1203,1444,2296,2966"
NOUN,brickwork,1,1792
NOUN,bright,2,"361,2763"
NOUN,brightening,1,2180
NOUN,brightness,10,"65,362,717,832,835,1483,2062,2094,2759,2892"
NOUN,brit,1,2570
NOUN,bronze,3,"971,2192,2794"
NOUN,brown,21,"235,417,507,514,587,623,834,955,1055,1240,1310,1538,1627,1745,1791,1833,2089,2090,2212,2469,2787"
NOUN,brunch,1,1606
NOUN,brushing,1,2858
NOUN,budget,14,"50,458,665,687,718,967,1302,1698,1898,2128,2635,2661,2728"
NOUN,bug,1,657
NOUN,build,8,"793,1297,1690,2276,2621,2622,2667,2668"
NOUN,building,1,2147
NOUN,bulb,23,"66,197,200,201,267,297,314,523,689,848,1221,1353,1413,1585,1810,1949,2031,2062,2361,2441,2796,2866,2949"
NOUN,bunch,1,1587
NOUN,bundle,2,"1548,2820"
NOUN,bungalow,1,1184
NOUN,bunk,2,"1709,1711"
NOUN,bunting,1,2825
NOUN,burgundy,4,"451,647,667,1745"
NOUN,burn,1,1844
NOUN,burner,18,"322,698,706,876,1063,1077,1125,1133,1596,1597,1749,1951,2268,2325,2373,2489,2602"
NOUN,burning,2,"1335,2620"
NOUN,business,2,"2283,2612"
NOUN,bustle,2,"1689,1699"
NOUN,busyness,1,286
NOUN,butt,2,"1307,1308"
NOUN,buttery,1,1310
NOUN,button,1,712
NOUN,buy,4,"2620,2636,2799,2803"
NOUN,buzzword,2,"566,570"
NOUN,cabin,10,"321,403,1066,1091,1128,1294,1993,2152,2154,2601"
NOUN,cabincluclu,1,2458
NOUN,cabincore,8,"713,2453,2454,2455,2457,2460,2461,2462"
NOUN,cabinet,17,"263,267,287,294,412,1067,1097,1130,1245,1246,1247,1298,1479,1542,2076,2192"
NOUN,cabinetry,10,"6,289,295,1083,1665,1899,1981,2104,2375"
NOUN,cable,2,"2692,2977"
NOUN,caddy,1,407
NOUN,cadet,1,2568
NOUN,cafe,5,"1606,2010,2395,2400,2850"
NOUN,café,2,"281,1007"
NOUN,calm,9,"464,706,1157,1398,1636,1773,1912,2383,2745"
NOUN,calmness,4,"444,1083,2329,2421"
NOUN,camel,1,587
NOUN,campfire,1,2404
NOUN,candidate,1,238
NOUN,candle,89,"23,33,381,419,429,433,538,631,690,798,838,867,877,891,965,1040,1049,1079,1083,1154,1182,1206,1222,1262,1285,1355,1421,1452,1507,1630,1650,1837,1841,1843,1845,1853,1964,1993,2002,2003,2017,2020,2081,2084,2099,2120,2175,2305,2376,2378,2430,2445,2446,2447,2473,2480,2488,2495,2496,2497,2562,2572,2588,2592,2656,2729,2749,2750,2754,2762,2764,2779,2780,2783,2784,2834,2866,2906,2939,2976"
NOUN,candlelight,10,"690,758,1079,1099,1285,1412,1854,2761,2832,2938"
NOUN,candlestick,1,2091
NOUN,candy,2,2603
NOUN,cane,1,2603
NOUN,canopy,2,"956,1124"
NOUN,canvas,2,"973,2180"
NOUN,capacity,2,"2292,2685"
NOUN,capital,1,2858
NOUN,caption,1,1546
NOUN,car,1,1924
NOUN,caramel,1,2262
NOUN,care,1,2596
NOUN,carpet,37,"62,94,95,96,99,100,150,515,695,749,786,980,993,994,998,1188,1288,1293,1425,1482,1493,1714,1729,1989,2263,2266,2267,2275,2390,2442,2597,2709,2743,2785,2961"
NOUN,carrot,1,1903
NOUN,cart,1,2006
NOUN,case,6,"270,897,1497,1498,2214,2335"
NOUN,cashmere,5,"1867,2192,2193,2364,2572"
NOUN,cast,1,1202
NOUN,castor,1,1531
NOUN,cat,5,"58,1272,1273,1734,2077"
NOUN,catch,2,"1605,2539"
NOUN,cause,1,1331
NOUN,caution,1,2613
NOUN,cave,1,1701
NOUN,cavity,1,2955
NOUN,cedar,4,"1047,1282,2557,2782"
NOUN,ceiling,51,"16,200,275,359,393,488,793,816,879,896,929,930,957,1047,1076,1136,1144,1166,1189,1207,1246,1303,1372,1380,1445,1497,1557,1566,1574,1611,1640,1854,1978,1979,2136,2242,2295,2302,2361,2366,2509,2557,2561,2643,2879,2888,2937"
NOUN,celebrity,2,"2599,2907"
NOUN,cell,1,2368
NOUN,cellar,1,1173
NOUN,centre,7,"792,817,859,1067,1441,2285,2678"
NOUN,centrepiece,4,"539,1819,2091,2677"
NOUN,century,1,2296
NOUN,ceramic,2,"1169,2542"
NOUN,chair,60,"156,259,313,327,562,620,654,712,792,810,824,888,959,1014,1015,1025,1026,1164,1275,1304,1441,1480,1511,1512,1513,1572,1653,1666,1704,1735,1755,1793,1882,1923,1975,2138,2153,2163,2181,2196,2269,2290,2309,2346,2354,2443,2606,2607,2609,2823,2831,2848,2952,2953,2963"
NOUN,chaise,4,"306,1052,1166"
NOUN,chalet,1,404
NOUN,chameleon,1,120
NOUN,champagne,1,2192
NOUN,chance,4,"988,1232,2107,2803"
NOUN,change,11,"180,303,640,727,851,897,1410,1509,1801,1961,2632"
NOUN,changer,2,"815,2733"
NOUN,channel,1,1391
NOUN,character,16,"307,340,440,585,977,1051,1247,1347,1354,1551,1690,2219,2372,2392,2587,2745"
NOUN,characteristic,1,1515
NOUN,characterless,1,2276
NOUN,charcoal,8,"435,488,670,979,1648,1699,2200,2303"
NOUN,charge,1,1509
NOUN,charm,14,"107,329,362,513,1330,1567,1708,1740,1776,2021,2025,2295,2456,2764"
NOUN,chat,2,"989,1871"
NOUN,check,7,"338,991,1281,2394,2792"
NOUN,cheer,1,1925
NOUN,cheese,1,861
NOUN,chenille,2,"548,550"
NOUN,cherry,1,1284
NOUN,chest,1,2957
NOUN,chestnut,1,2780
NOUN,chevron,1,2644
NOUN,chic,1,2773
NOUN,chick,1,2080
NOUN,child,11,"245,954,1000,1669,1707,1722,2145,2391,2980"
NOUN,childhood,1,1396
NOUN,chill,14,"71,148,346,976,1234,1257,1512,1591,1848,1963,2124,2646,2651,2864"
NOUN,chilliest,1,2142
NOUN,chimenea,1,1596
NOUN,chimney,2,"333,2666"
NOUN,chocolate,16,"628,638,951,1211,1283,1635,1669,2340,2432,2669,2766,2767,2768,2785,2872"
NOUN,choice,54,"78,84,99,265,274,277,298,301,478,508,582,610,806,845,1025,1029,1157,1275,1371,1428,1571,1575,1588,1632,1737,1744,1896,1925,2018,2070,2104,2130,2137,2208,2265,2266,2267,2275,2340,2391,2510,2529,2618,2630,2672,2744,2760,2808,2834,2858,2890,2929,2961"
NOUN,choose,1,156
NOUN,chrome,2,"2781,2850"
NOUN,chunky,8,"108,471,868,1881,2058,2358,2502,2562"
NOUN,cinema,7,"544,1166,1174,2234,2235,2309,2334"
NOUN,cinnamon,6,"966,1282,1847,2072,2499,2669"
NOUN,circle,1,2412
NOUN,circuit,1,430
NOUN,circus,1,1071
NOUN,citrus,2,"1393,1847"
NOUN,city,1,1466
NOUN,classic,2,"1448,2225"
NOUN,clay,2,"1020,2213"
NOUN,cleaner,1,1271
NOUN,clementine,1,2779
NOUN,client,2,"1820,2539"
NOUN,climate,1,2675
NOUN,clip,1,369
NOUN,cloakroom,2,"356,366"
NOUN,cloche,1,1345
NOUN,clock,1,1097
NOUN,close,2,"1874,2378"
NOUN,cloth,1,2840
NOUN,clothe,1,364
NOUN,cloud,5,"153,154,2241,2290,2848"
NOUN,clove,3,"1262,1992,2572"
NOUN,club,4,"1084,1666,2269,2445"
NOUN,clump,1,1767
NOUN,clutter,8,"19,25,144,145,1747,2383,2890,2954"
NOUN,cluttercore,1,2928
NOUN,cm,2,"829,1578"
NOUN,coal,1,864
NOUN,coast,1,2217
NOUN,coat,2,"1046,2891"
NOUN,cobalt,2,"453,1608"
NOUN,cocktail,2,"1012,1525"
NOUN,cocoa,2,"723,2014"
NOUN,cocoon,15,"121,220,361,443,450,673,734,935,938,1305,1604,1699,2210,2466,2632"
NOUN,cocooning,15,"99,167,218,414,496,498,561,612,773,787,1019,1266,1623,1830,2874"
NOUN,coffee,23,"42,313,375,631,693,818,846,986,1007,1014,1122,1268,1466,1716,1766,1952,2329,2345,2677,2850,2851,2992"
NOUN,coincide,1,1021
NOUN,cold,1,1593
NOUN,colder,2,"317,2040"
NOUN,coldness,2,"836,2066"
NOUN,colleague,1,2539
NOUN,collection,28,"805,923,1044,1325,1326,1844,1928,1935,1954,1956,1984,2023,2324,2357,2358,2385,2534,2601,2627,2631,2638,2639,2649,2650,2656,2689,2763,2866"
NOUN,colour,389,"1,27,28,38,42,45,46,47,65,74,86,98,115,116,119,120,121,133,138,169,221,265,270,279,288,291,294,295,298,303,306,318,345,357,366,375,393,397,400,411,414,421,425,429,435,442,444,453,475,482,484,504,510,517,535,536,552,554,557,559,561,569,579,582,616,621,625,627,646,661,666,669,671,691,704,706,708,719,720,721,726,733,761,776,780,791,794,799,819,835,843,847,849,852,865,880,885,915,917,919,920,921,922,928,930,939,949,950,951,969,975,978,980,990,991,992,998,1020,1021,1024,1034,1039,1055,1057,1068,1070,1071,1072,1073,1075,1080,1081,1084,1094,1123,1125,1130,1142,1149,1157,1172,1180,1182,1189,1196,1204,1207,1209,1214,1220,1240,1241,1246,1255,1275,1279,1321,1329,1341,1347,1363,1375,1380,1397,1398,1399,1414,1436,1440,1449,1457,1459,1470,1475,1479,1480,1482,1483,1485,1494,1505,1506,1518,1528,1536,1537,1542,1566,1570,1623,1624,1625,1626,1628,1636,1640,1641,1642,1648,1653,1660,1661,1664,1669,1679,1701,1720,1724,1732,1736,1739,1763,1764,1772,1784,1814,1815,1820,1830,1832,1833,1846,1850,1852,1867,1890,1894,1895,1907,1917,1925,1949,1953,1961,1980,1982,1983,1994,2015,2016,2066,2075,2088,2094,2095,2097,2104,2146,2162,2173,2190,2191,2192,2201,2205,2206,2208,2210,2211,2214,2216,2221,2224,2228,2229,2230,2231,2232,2244,2262,2265,2270,2271,2272,2273,2276,2282,2288,2303,2310,2312,2316,2318,2322,2325,2332,2337,2338,2339,2370,2374,2380,2383,2387,2421,2425,2435,2436,2438,2439,2453,2467,2468,2477,2486,2487,2492,2507,2509,2510,2523,2536,2537,2562,2573,2578,2585,2589,2632,2633,2647,2648,2668,2669,2670,2672,2703,2704,2708,2715,2755,2760,2787,2790,2792,2822,2837,2845,2851,2874,2875,2888,2890,2891,2904,2915,2974"
NOUN,colourway,3,"476,1114,1607"
NOUN,combination,14,"20,456,767,904,1101,1287,1451,1465,1566,1901,2236,2438,2745,2771"
NOUN,combo,2,"2499,2905"
NOUN,combustion,1,2489
NOUN,come,2,"1439,1891"
NOUN,comeback,2,"38,2636"
NOUN,comfiest,1,2712
NOUN,comfort,74,"35,95,99,129,182,208,282,466,516,585,628,698,701,772,780,812,843,871,886,889,926,951,961,986,1003,1062,1244,1305,1366,1396,1406,1410,1538,1540,1541,1578,1579,1581,1629,1683,1773,1800,1810,1863,1922,1947,2053,2143,2275,2319,2379,2383,2387,2393,2408,2421,2461,2471,2487,2516,2609,2628,2629,2663,2704,2708,2748,2782,2790,2831,2836,2882,2884,2915"
NOUN,comforting,1,1278
NOUN,command,1,525
NOUN,commitment,2,"967,1852"
NOUN,companion,2,"2629,2881"
NOUN,compassion,1,1459
NOUN,competition,1,2627
NOUN,compliance,1,338
NOUN,component,2,"511,1804"
NOUN,composition,1,653
NOUN,computer,1,2813
NOUN,concentration,1,1157
NOUN,concept,10,"468,501,510,650,1009,1256,2258,2301,2861,2927"
NOUN,condensation,2,"189,1971"
NOUN,condition,4,"1284,2339,2448,2844"
NOUN,cone,1,2757
NOUN,configuration,1,1552
NOUN,conjure,1,2271
NOUN,connection,4,"473,1423,1459,2209"
NOUN,conservatory,6,"29,37,333,334,1583,2294"
NOUN,consideration,1,1488
NOUN,consolation,1,2543
NOUN,console,2,"826,1561"
NOUN,consumer,2,"587,994"
NOUN,container,2,"1726,2484"
NOUN,content,2,"1073,2311"
NOUN,contentment,2,"678,1256"
NOUN,contestant,1,2202
NOUN,contrast,17,"513,559,625,678,1018,1484,1660,1662,1708,1812,1912,1982,2177,2272,2528,2621,2644"
NOUN,control,4,"187,1432,1949,2733"
NOUN,controller,1,163
